STNAME,CTYNAME,CENSUS2010POP,POPESTIMATE2019,BIRTHS2019,DEATHS2019
Wyoming,Campbell County,46133,46341,597,323
Wyoming,Carbon County,15885,14800,176,119
Wyoming,Converse County,13833,13822,154,111
Wyoming,Crook County,7083,7584,103,70
Wyoming,Fremont County,40123,39261,505,485
Wyoming,Goshen County,13249,13211,132,142
Wyoming,Hot Springs County,4812,4413,37,71
Wyoming,Johnson County,8569,8445,67,92
Wyoming,Laramie County,91738,99500,1269,874
Wyoming,Lincoln County,18106,19830,222,138
Wyoming,Natrona County,75450,79858,953,734
Wyoming,Niobrara County,2484,2356,28,14
Wyoming,Park County,28205,29194,283,271
Wyoming,Platte County,8667,8393,74,109
Wyoming,Sheridan County,29116,30485,308,346
Wyoming,Sublette County,10247,9831,88,80
Wyoming,Sweetwater County,43806,42343,506,298
Wyoming,Teton County,21294,23464,228,75
Wyoming,Uinta County,21118,20226,255,136
Wyoming,Washakie County,8533,7805,83,90
Wyoming,Weston County,7208,6927,61,75
